Code	RA	DEC	Diameter	mag	Name
NGC3359	10.776897	63.223583	6.8	10.5	
NGC3362	10.747702	6.596178	0	13	
NGC3363	10.752658	22.078361	0	14	
NGC3364	10.808347	72.424611	1.9	14	
NGC3365	10.770167	1.812917	4.7	13	
NGC3366	10.585639	-43.693056	0	0	
NGC3367	10.776361	13.750139	2.3	11.5	
NGC3368	10.779361	11.820028	7.1	9.2	
NGC3369	10.779083	-25.244167	0	15	
NGC3370	10.784461	17.273444	3.1	12	
NGC3372	10.752222	-59.866667	120	0	eta Car nebula
NGC3374	10.800314	43.186056	0	14	
NGC3375	10.783544	-9.941944	0	13	
NGC3376	10.790729	6.047567	0	14	
NGC3377	10.795058	13.985306	4.4	10.2	
NGC3378	10.778639	-40.015556	0	0	
NGC3379	10.797119	12.581889	4.5	9.3	
NGC3380	10.803408	28.601833	1.9	14	
NGC3381	10.806886	34.711472	2.4	13	
NGC3383	10.788667	-24.438611	0	13	
NGC3384	10.804714	12.6295	5.9	10	
NGC3385	10.803252	4.927925	0	13	
NGC3386	10.803312	4.998331	0	15	
NGC3387	10.80465	4.966611	0	15	
NGC3389	10.807811	12.532944	2.7	11.8	
NGC3390	10.801167	-31.533333	4	12.2	
NGC3391	10.815667	14.21925	0	13	
NGC3392	10.850819	65.78125	0	15	
NGC3393	10.806511	-25.162056	0	13	
NGC3394	10.844361	65.727222	0	13	
NGC3395	10.830536	32.981222	1.9	12.1	
NGC3396	10.832122	32.990194	2.8	12.2	
NGC3398	10.858775	55.390611	1.3	0	
NGC3399	10.824333	16.218278	0	14	
NGC3400	10.845981	28.468694	1.4	14	
NGC3402	10.840578	-12.845389	0	0	
NGC3403	10.898556	73.689611	3.1	13	
NGC3404	10.838306	-12.108611	2.6	14	
NGC3405	10.829021	16.241833	0	14	
NGC3406	10.862444	51.025278	0	13	
NGC3407	10.871628	61.379167	1.7	15	
NGC3408	10.869953	58.438083	1	14	
NGC3409	10.838972	-17.044167	0	15	
NGC3410	10.8649	51.006417	0	15	
NGC3411	10.840578	-12.845389	0	13	
NGC3412	10.848131	13.412167	3.6	10.6	
NGC3413	10.855778	32.7665	2.4	13	
NGC3414	10.854511	27.975083	3.6	10.8	
NGC3415	10.861864	43.712389	2.4	13	
NGC3416	10.863423	43.763992	0	15	
NGC3417	10.850472	8.472778	0	15	
NGC3418	10.856681	28.111944	1.2	14	
NGC3419	10.854936	13.94575	1.1	13	
NGC3420	10.836013	-17.242681	0	14	
NGC3421	10.849363	-12.448861	0	14	
NGC3422	10.854833	-12.4025	0	15	
NGC3423	10.853972	5.839889	3.9	11.2	
NGC3424	10.862936	32.899889	3	13	
NGC3425	10.857075	8.566944	0	14	
NGC3426	10.861597	18.480861	0	14	
NGC3427	10.857328	8.298028	0	14	
NGC3428	10.858189	9.279028	0	14	
NGC3429	10.858189	9.279028	0	0	
NGC3430	10.869867	32.950694	3.9	11.5	
NGC3431	10.854172	-17.0085	0	14	
NGC3432	10.875339	36.619417	6.2	11.3	
NGC3433	10.867733	10.148056	3.5	12	
NGC3434	10.866108	3.791611	0	13	
NGC3435	10.913444	61.289333	0	14	
NGC3436	10.8743	8.094	0	0	
NGC3437	10.876544	22.934583	2.6	13	
NGC3438	10.873886	10.546944	0	14	
NGC3439	10.873814	8.557278	0	15	
NGC3440	10.897108	57.118361	2.3	14	
NGC3441	10.875292	7.224667	0	14	
NGC3442	10.885592	33.910056	0.7	13	
NGC3443	10.883397	17.573694	2.5	14	
NGC3444	10.883175	10.210306	1.2	0	
NGC3445	10.909994	56.99	1.6	12.4	
NGC3446	10.87	-45.148333	0	0	
NGC3447	10.889967	16.772278	3.8	13	
NGC3448	10.910819	54.305333	5.4	11.7	
NGC3449	10.881528	-32.926944	2.6	13	
NGC3450	10.801	-20.849167	2.7	14	
NGC3451	10.905822	27.239306	0	13	
NGC3452	10.903917	-11.405278	0	15	
NGC3453	10.894556	-21.793333	0	0	
NGC3454	10.90815	17.343972	2.2	14	
NGC3455	10.908644	17.2845	2.8	13	
NGC3456	10.900972	-16.028333	2.1	13	
NGC3457	10.913528	17.621028	0	13	
NGC3458	10.933797	57.116917	1.7	13	
NGC3459	10.912333	-17.041944	0	14	
NGC3461	10.915344	17.707806	0	0	
NGC3462	10.922508	7.696194	0	13	
NGC3463	10.920397	-26.140361	0	14	
NGC3464	10.911136	-21.066083	2.8	13	
NGC3465	10.992039	75.190917	0	14	
NGC3466	10.937644	9.75425	1.3	15	
NGC3467	10.9456	9.758444	0	14	
NGC3468	10.958675	40.946194	0	14	
NGC3469	10.949343	-14.300781	0	14	
NGC3470	10.979181	59.510583	1.7	14	
NGC3471	10.985842	61.530083	2	13	
NGC3473	10.968131	17.123667	0	15	
NGC3474	10.969105	17.095608	0	15	
NGC3475	10.973683	24.2265	0	14	
NGC3476	10.968775	9.275861	0	15	
NGC3477	10.970156	9.2175	0	15	
NGC3478	10.990989	46.122333	2.8	13	
NGC3479	10.982072	-14.961611	0	13	
NGC3481	10.990692	-7.544417	0	14	
NGC3482	10.976111	-46.584444	2	0	
NGC3483	10.983361	-28.477222	0	13	
NGC3485	11.000678	14.841194	2.5	13	
NGC3486	11.006636	28.975	6.9	10.3	
NGC3487	11.012953	17.586889	0	14	
NGC3488	11.023275	57.677139	2	14	
NGC3489	11.005183	13.901194	3.7	10.3	
NGC3490	10.998446	9.361803	0	15	
NGC3491	11.009853	12.161639	0	14	
NGC3492	11.015928	10.506	0	14	
NGC3493	11.024397	27.719444	0	15	
NGC3495	11.021122	3.627028	4.6	13	
NGC3496	10.993333	-60.336667	9	8.2	
NGC3499	11.053117	56.221694	1	14	
NGC3500	11.030922	75.200833	0	15	
NGC3501	11.046481	17.989139	3.7	13	
NGC3502	10.982072	-14.961611	0	14	
NGC3503	11.021389	-59.846667	3	0	
NGC3504	11.053103	27.9725	2.7	11.1	
NGC3506	11.053597	11.076806	1.3	13	
NGC3507	11.057081	18.135083	3.5	11	
NGC3508	11.049917	-16.288611	0	14	
NGC3509	11.073231	4.828917	2.3	14	
NGC3510	11.062125	28.884944	3.8	12.9	
NGC3511	11.056583	-23.086389	5.4	12	
NGC3512	11.067436	28.036722	1.7	12.4	
NGC3513	11.062722	-23.244444	2.8	12	
NGC3514	11.066661	-18.781278	0	13	
NGC3515	11.077025	28.227333	1.1	15	
NGC3516	11.113216	72.568864	2.3	11.6	
NGC3517	11.093597	56.525	1.2	14	
NGC3518	10.067211	-6.474972	0	0	
NGC3520	11.119111	-18.024167	0	0	
NGC3521	11.096869	0.03625	9.5	8.9	
NGC3522	11.111233	20.085389	0	14	
NGC3523	11.051878	75.115944	0	14	
NGC3524	11.108925	11.385028	0	13	
NGC3526	11.115717	7.173806	0	13	
NGC3527	11.121725	28.527028	0	15	
NGC3528	11.121725	-19.472028	3	0	
NGC3529	11.122019	-19.555972	1.5	0	
NGC3530	11.144547	57.229806	0	14	
NGC3532	11.094167	-58.753333	55	3	
NGC3533	11.118667	-37.172778	2.6	0	
NGC3534	11.148783	26.6105	0	15	
NGC3535	11.142788	4.8318	0	14	
NGC3536	11.147586	28.475383	0	15	
NGC3537	11.140697	-10.256889	0	14	
NGC3539	11.152472	28.671944	0	15	
NGC3540	11.154468	36.020967	0	14	
NGC3541	11.142267	-10.491756	0	15	
NGC3542	11.165436	36.946222	0	15	
NGC3543	11.182369	61.347167	0	15	
NGC3544	11.19175	-18.289722	0	0	
NGC3545	11.170365	36.966356	0	15	
NGC3546	11.162957	-13.381375	0	14	
NGC3547	11.165511	10.721028	2.2	12.8	
NGC3549	11.182433	53.387806	3.2	12	
NGC3550	11.177367	28.767694	1.4	14	
NGC3551	11.162341	21.758808	0	15	
NGC3552	11.178592	28.692806	0	15	
NGC3553	11.177911	28.685639	0	15	
NGC3554	11.179972	28.660075	0	15	
NGC3555	11.163972	21.810139	0	15	
NGC3556	11.191942	55.674	8.3	10.1	
NGC3557	11.165975	-37.539167	4	10.4	
NGC3558	11.182206	28.5435	1.3	15	
NGC3559	11.179228	12.015889	1.5	14	
NGC3561	11.186997	28.696417	1.1	15	
NGC3562	11.216319	72.878889	0	13	
NGC3563	11.190369	26.963286	1.4	15	
NGC3564	11.176728	-37.548167	2.1	12.2	
NGC3567	11.188531	5.836389	0	14	
NGC3568	11.180083	-37.448889	2.4	0	
NGC3569	11.202269	35.452028	0	14	
NGC3570	11.200939	27.589497	1.3	15	
NGC3571	11.19175	-18.289722	3.3	13	
NGC3572	11.173056	-60.248333	20	6.6	
NGC3573	11.188472	-36.874722	0	0	
NGC3574	11.203358	27.624692	0.5	0	
NGC3576	11.192417	-61.362778	20	0	
NGC3577	11.229156	48.272581	1.7	15	
NGC3579	11.199667	-61.244167	0	0	
NGC3580	11.221067	3.657083	0	14	
NGC3581	11.200278	-61.303611	0	0	
NGC3582	11.202778	-61.274444	0	0	
NGC3583	11.236414	48.318417	2.8	12	
NGC3584	11.205417	-61.224444	0	0	
NGC3585	11.221406	-26.755389	2.9	10	
NGC3586	11.208194	-61.350556	0	0	
NGC3587	11.246606	55.018944	3.2	11.2	Owl nebula
NGC3588	11.234108	20.388944	0	15	
NGC3589	11.253803	60.700556	1.7	15	
NGC3590	11.216389	-60.788333	4	8.2	
NGC3591	11.234188	-14.088022	0	14	
NGC3592	11.240953	17.259333	2	15	
NGC3593	11.243578	12.817389	5.8	11	
NGC3594	11.270578	55.704056	0	15	
NGC3595	11.257097	47.446806	1.7	13	
NGC3596	11.251736	14.786694	4.2	12	
NGC3597	11.244972	-23.728333	0	13	
NGC3598	11.253233	17.262278	0	13	
NGC3599	11.257489	18.109972	2.8	11.9	
NGC3600	11.264458	41.591361	4.3	12	
NGC3601	11.259228	5.115694	0	14	
NGC3602	11.263425	17.415528	0	15	
NGC3603	11.251944	-61.26	12	9.1	
NGC3605	11.279619	18.017083	1.7	13	
NGC3606	11.271028	-33.826944	0	0	
NGC3607	11.281842	18.051583	3.7	10	
NGC3608	11.283039	18.148389	3	11	
NGC3609	11.297358	26.625056	0	14	
NGC3610	11.307036	58.786417	3.2	10.8	
NGC3611	11.291686	4.554778	2.4	12.2	
NGC3612	11.304081	26.620306	0	15	
NGC3613	11.310036	58.000222	3.6	12	
NGC3614	11.305922	45.747611	4.6	12	
NGC3615	11.301861	23.396972	0	14	
NGC3617	11.297444	-26.134444	0	13	
NGC3618	11.309047	23.468556	0	14	
NGC3619	11.322647	57.758611	3.1	13	
NGC3620	11.268062	-76.2165	2.8	0	
NGC3621	11.304581	-32.813833	10	10	
NGC3622	11.336803	67.241222	0	13	
NGC3623	11.315506	13.092056	10	9.3	
NGC3624	11.314158	7.520861	0	14	
NGC3625	11.342031	57.781472	2.2	14	
NGC3626	11.334417	18.356917	3.1	10.9	
NGC3627	11.3375	12.990694	8.7	9	
NGC3628	11.338042	13.588722	14.8	9.5	
NGC3629	11.34215	26.962694	2.2	13	
NGC3630	11.338047	2.964222	2.3	13	
NGC3631	11.350765	53.169731	4.6	10.4	
NGC3633	11.340644	3.585917	1.4	14	
NGC3634	11.34175	-9.013889	0	15	
NGC3635	11.342055	-9.013675	0	16	
NGC3636	11.340278	-10.281944	1.1	13	
NGC3637	11.344306	-10.2575	1.7	13	
NGC3638	11.336111	-8.106056	0	15	
NGC3639	11.359914	18.458389	0	14	
NGC3640	11.351906	3.234889	4.1	10.3	
NGC3641	11.352447	3.194611	1.1	14	
NGC3642	11.371644	59.074744	5.8	11.1	
NGC3643	11.356947	3.013639	1.1	15	
NGC3644	11.359122	2.810306	0	15	
NGC3645	11.338047	2.964222	0	15	
NGC3646	11.362008	20.169861	3.9	11.2	
NGC3647	11.360714	2.8915	0	15	
NGC3648	11.375431	39.876639	0	13	
NGC3649	11.370772	20.208417	1.6	15	
NGC3650	11.376489	20.703833	1.9	15	
NGC3651	11.373983	24.29875	0	14	
NGC3652	11.377525	37.764806	2.4	13	
NGC3653	11.375026	24.279225	0	15	
NGC3654	11.403136	69.412778	0	13	
NGC3655	11.381858	16.5895	1.6	11.6	
NGC3656	11.394036	53.841889	1.7	13	
NGC3657	11.398761	52.920778	1.8	12	
NGC3658	11.399542	38.562667	2.1	13	
NGC3659	11.395875	17.817111	2.1	13	
NGC3660	11.392278	-8.658333	2.8	13	
NGC3661	11.394	-13.830833	0	14	
NGC3662	11.396289	-1.104639	1.6	14	
NGC3663	11.399972	-12.296111	0	13	
NGC3664	11.406889	3.326944	2	13	
NGC3665	11.412106	38.762639	3.2	10.8	
NGC3666	11.407278	11.342306	4.2	12	
NGC3667	11.404712	-13.857394	0	13	
NGC3668	11.425192	63.445639	0	13	
NGC3669	11.424122	57.721056	2.3	13	
NGC3670	11.413803	23.945028	0	14	
NGC3671	11.431244	60.479492	0	15	
NGC3672	11.417306	-9.795	4.1	11	
NGC3673	11.420194	-26.736667	3.5	12	
NGC3674	11.440717	57.048583	2	13	
NGC3675	11.435656	43.585722	5.9	11	
NGC3677	11.438253	46.973792	2	14	
NGC3678	11.437683	27.866583	0	14	
NGC3679	11.363333	-5.757972	0	15	
NGC3680	11.427222	-43.243333	12	7.6	
NGC3681	11.4416	16.863333	2.5	11.7	
NGC3682	11.461581	66.590056	2	13	
NGC3683	11.458858	56.877639	2	13	
NGC3684	11.453122	17.029972	3.2	11.7	
NGC3686	11.462247	17.223472	3.3	11.4	
NGC3687	11.466836	29.510917	2	13	
NGC3688	11.462341	-9.165658	0	15	
NGC3689	11.469744	25.660861	1.6	12.3	
NGC3690	11.475938	58.563614	2.4	12	
NGC3691	11.469286	16.920222	1.3	14	
NGC3692	11.473339	9.406944	3.3	13	
NGC3693	11.469891	-13.195206	0	13	
NGC3694	11.481719	35.413778	1	13	
NGC3695	11.488144	35.575278	0	15	
NGC3696	11.478894	-11.282944	0	0	
NGC3697	11.480683	20.795056	0	14	
NGC3699	11.465833	-59.9575	1.1	0	
NGC3700	11.494053	35.514528	0	15	
NGC3701	11.491381	24.093194	0	14	
NGC3702	11.503724	-8.863394	0	15	
NGC3704	11.501309	-11.546564	0	14	
NGC3705	11.502069	9.276528	5	11	
NGC3706	11.495583	-36.391944	2.9	12	
NGC3710	11.518601	22.76785	0	14	
NGC3711	11.490567	-11.074194	0	15	
NGC3712	11.519225	28.567111	0	15	
NGC3713	11.528336	28.153389	0	14	
NGC3714	11.531556	28.358028	0	14	
NGC3715	11.525639	-14.231944	0	13	
NGC3716	11.528114	3.487583	0	14	
NGC3717	11.52555	-30.308278	5.8	12	
NGC3718	11.543042	53.067667	8.7	10.5	
NGC3719	11.537081	0.819528	2	14	
NGC3720	11.539364	0.803917	1.1	13.3	
NGC3721	11.568845	-9.467083	0	15	
NGC3722	11.573134	-9.68005	0	16	
NGC3723	11.541799	-9.969683	0	14	
NGC3724	11.574647	-9.659917	0	15	
NGC3725	11.561389	61.888139	1.4	14	
NGC3726	11.555849	47.028603	6	10.4	
NGC3727	11.561362	-13.878778	0	0	
NGC3728	11.554399	24.446767	0	14	
NGC3729	11.563706	53.125639	3.1	11.4	
NGC3730	11.571351	-9.576164	0	0	
NGC3731	11.569918	12.512036	0	14	
NGC3732	11.570525	-9.846056	1.3	13	
NGC3733	11.583828	54.850639	4.8	12	
NGC3734	11.577957	-14.081869	0	14	
NGC3735	11.599247	70.535278	4.2	12	
NGC3736	11.594885	73.451789	0	15	
NGC3737	11.593425	54.949	1.3	14	
NGC3738	11.596817	54.523639	2.6	11.7	
NGC3739	11.593769	25.088333	0	15	
NGC3740	11.603425	59.976056	0	15	
NGC3741	11.601708	45.2845	0	14	
NGC3742	11.592389	-37.957222	0	0	
NGC3743	11.599236	21.723239	0	15	
NGC3744	11.599423	23.011525	0	15	
NGC3745	11.629017	22.021139	0.4	0	Copeland's Septet
NGC3746	11.628786	22.009361	1.3	15	Copeland's Septet
NGC3748	11.630311	22.025722	0.8	0	Copeland's Septet
NGC3749	11.598056	-37.997222	0	0	
NGC3750	11.631023	21.973956	0.9	0	Copeland's Septet
NGC3751	11.631642	21.936361	0.4	15	Copeland's Septet
NGC3753	11.631639	21.981111	2	15	Copeland's Septet
NGC3754	11.631939	21.985139	0.4	0	Copeland's Septet
NGC3755	11.60925	36.410528	3.2	13	
NGC3756	11.613444	54.295556	4.4	11.5	
NGC3757	11.617522	58.415	0	13	
NGC3758	11.608056	21.596667	0	15	
NGC3759	11.615042	54.823361	1.5	14	
NGC3761	11.612302	22.991644	0	15	
NGC3762	11.623358	61.759333	0	13	
NGC3763	11.608389	-9.846944	0	13	
NGC3764	11.615151	17.888481	0	15	
NGC3765	11.617856	24.095972	0	15	
NGC3766	11.603889	-61.608333	12	5.3	
NGC3767	11.620991	16.876672	0	14	
NGC3768	11.620664	17.8395	0	13	
NGC3769	11.628933	47.89275	3.2	12	
NGC3770	11.633036	59.616583	0	13	
NGC3771	11.65165	-9.348306	0	0	
NGC3772	11.630142	22.691222	0	14	
NGC3773	11.636931	12.112167	1.6	13	
NGC3774	11.641736	-8.976417	0	15	
NGC3775	11.64075	-10.638333	0	15	
NGC3776	11.638348	-3.354642	0	0	
NGC3777	11.601889	-12.569167	0	14	
NGC3778	11.639306	-50.716389	1.4	0	
NGC3780	11.656283	56.27	3.1	12	
NGC3781	11.651067	26.361722	0	15	
NGC3782	11.65575	46.513306	1.7	13	
NGC3783	11.650475	-37.738722	1.9	13	
NGC3784	11.658281	26.309194	0	15	
NGC3785	11.659144	26.302194	0	15	
NGC3786	11.661783	31.908972	2.4	13	
NGC3787	11.660558	20.454444	0	14	
NGC3788	11.662396	31.9309	2.2	13	
NGC3789	11.635861	-9.607222	0	16	
NGC3790	11.663144	17.71225	0	14	
NGC3791	11.661574	-9.367217	0	14	
NGC3793	11.667231	31.877444	0	15	
NGC3794	11.681758	56.201806	0	15	
NGC3795	11.668569	58.612278	2.4	14	
NGC3796	11.675247	60.29875	0	13	
NGC3797	11.670375	31.906083	0.2	15	
NGC3798	11.670539	24.696861	0	14	
NGC3799	11.669244	15.327083	0.9	14	
NGC3800	11.670356	15.342056	2.1	13	
NGC3801	11.671342	17.727667	3.2	12.1	
NGC3802	11.671892	17.765389	1.4	13.6	
NGC3803	11.671472	17.801139	0	0	
NGC3804	11.681758	56.201806	2.4	13	
NGC3805	11.678256	20.343	0	14	
NGC3806	11.679631	17.795583	0	14	
NGC3807	11.697914	17.820361	1.5	15	
NGC3808	11.678922	22.429056	0.7	11.9	
NGC3809	11.687736	59.885917	0	13	
NGC3810	11.683014	11.471528	4.3	10.8	
NGC3811	11.687983	47.691028	2.4	13	
NGC3812	11.685489	24.821583	0	14	
NGC3813	11.688461	36.546667	2.3	11.7	
NGC3814	11.691031	24.805222	0	15	
NGC3815	11.69425	24.8	0	14	
NGC3816	11.696656	20.103639	0	13	
NGC3817	11.698061	10.303806	0	14	
NGC3818	11.699278	-6.155833	2.1	11.8	
NGC3819	11.701637	10.350975	0	15	
NGC3820	11.701356	10.383944	0	15	
NGC3821	11.702514	20.315472	0	14	
NGC3822	11.703103	10.277583	0	13	
NGC3823	11.704222	-13.866667	0	14	
NGC3824	11.712481	52.779361	1.6	15	
NGC3825	11.706589	10.264056	0	14	
NGC3826	11.709139	26.489028	0	14	
NGC3827	11.710064	18.844889	0	13	
NGC3828	11.716225	16.487167	0	15	
NGC3829	11.724258	52.711139	1.2	15	
NGC3830	11.709139	26.489028	0	14	
NGC3831	11.721831	-12.878	0	14	
NGC3832	11.725394	22.725194	0	14	
NGC3833	11.724706	10.161472	0	14	
NGC3834	11.727139	19.09	1.9	0	
NGC3835	11.734744	60.120056	2	13	
NGC3836	11.724944	-16.794444	0	13	
NGC3837	11.732356	19.894556	0	14	
NGC3838	11.737183	57.947972	1.7	13	
NGC3839	11.731792	10.784139	0	13	
NGC3840	11.733047	20.076889	0	14	
NGC3841	11.733931	19.971611	0	15	
NGC3842	11.733936	19.949528	1.2	13	
NGC3843	11.73185	7.925611	0	14	
NGC3844	11.733572	20.029222	0	15	
NGC3845	11.734858	19.995639	0	15	
NGC3846	11.741433	55.651611	1.2	15	
NGC3848	11.703103	10.277556	0	15	
NGC3850	11.759922	55.886306	2.3	14	
NGC3851	11.738997	19.980639	0	15	
NGC3853	11.741222	16.557861	0	13	
NGC3857	11.74725	19.532611	0	15	
NGC3858	11.753244	-9.314389	1.9	13	
NGC3859	11.747869	19.454167	0	15	
NGC3860	11.746969	19.794667	0	14	
NGC3861	11.7511	19.974	0	14	
NGC3862	11.751392	19.60602	1.6	12.6	
NGC3863	11.751528	8.468778	0	14	
NGC3864	11.754361	19.391917	0	15	
NGC3865	11.74775	-9.233056	2.3	13	
NGC3866	11.753244	-9.314389	0	14	
NGC3867	11.758236	19.399972	0	14	
NGC3868	11.758319	19.444472	0	15	
NGC3869	11.762667	10.824194	0	13	
NGC3870	11.765708	50.200028	1.3	13	
NGC3871	11.769494	33.10875	0	15	
NGC3872	11.763617	13.766611	2.2	11.7	
NGC3873	11.762781	19.7735	0	14	
NGC3875	11.763744	19.766917	0	15	
NGC3876	11.757419	9.160861	0	13	
NGC3877	11.768826	47.494653	5.4	12	
NGC3878	11.771616	33.204394	0	15	
NGC3879	11.7804	69.382889	0	13	
NGC3880	11.772852	33.161756	0	15	
NGC3881	11.776234	33.10635	0	15	
NGC3882	11.768361	-56.39	0	0	
NGC3883	11.779755	20.675567	0	14	
NGC3884	11.770061	20.39125	0	14	
NGC3885	11.779583	-27.922222	1.7	13	
NGC3886	11.78485	19.837083	0	14	
NGC3887	11.784639	-16.854444	3.3	11	
NGC3888	11.792883	55.967083	1.8	13	
NGC3889	11.796661	56.018056	0	16	
NGC3890	11.822203	74.302194	0	14	
NGC3891	11.800917	30.359389	0	13	
NGC3892	11.800306	-10.962778	2.8	12	
NGC3893	11.810647	48.710833	4.4	11	
NGC3894	11.814025	59.416	2.4	13	
NGC3895	11.817811	59.432694	1.4	14	
NGC3896	11.815689	48.674556	1.7	14	
NGC3897	11.816511	35.015806	2.1	14	
NGC3898	11.820903	56.08425	4.4	10.8	
NGC3900	11.819281	27.022	3.5	11.4	
NGC3901	11.713628	77.3725	0	14	
NGC3902	11.821897	26.12175	1.8	14	
NGC3903	11.817694	-37.516944	0	0	
NGC3904	11.820306	-29.276667	2.2	11	
NGC3905	11.818056	-9.729444	1.8	0	
NGC3906	11.827847	48.425667	1.9	14	
NGC3907	11.825045	-1.086533	0	14	
NGC3908	11.831279	12.185569	0	0	
NGC3909	11.835	-48.246667	0	0	
NGC3910	11.833158	21.33325	0	14	
NGC3911	11.835	24.920222	0	15	
NGC3912	11.834614	26.47975	1.7	13	
NGC3913	11.844122	55.353583	2.6	13	
NGC3914	11.842431	6.567694	0	14	
NGC3916	11.8475	55.143444	1.8	15	
NGC3917	11.845958	51.824806	4.9	12	
NGC3918	11.838272	-57.182333	0.2	8	Blue planetary
NGC3919	11.844892	20.014944	0	14	
NGC3920	11.822819	24.9385	0	14	
NGC3921	11.851869	55.07875	2.2	13	
NGC3922	11.853739	50.156444	0	14	
NGC3923	11.850514	-28.806361	2.9	10.1	
NGC3924	11.853739	50.156444	1.9	15	
NGC3925	11.855825	21.888944	0	15	
NGC3926	11.857393	22.027633	0	14	
NGC3928	11.863225	48.682833	1.8	13	
NGC3929	11.86184	21.002575	0	14	
NGC3930	11.862753	38.014639	3.8	12	
NGC3931	11.853753	52.000544	1.4	15	
NGC3932	11.869658	48.620333	0	15	
NGC3933	11.867236	16.809583	0	14	
NGC3934	11.870169	16.851556	0	15	
NGC3935	11.873353	32.404028	0	14	
NGC3936	11.872333	-26.906389	4	13	
NGC3937	11.878506	20.631361	0	14	
NGC3938	11.880383	44.120694	5.4	10.4	
NGC3940	11.879581	20.989222	0	14	
NGC3941	11.882008	36.986444	3.8	11	
NGC3942	11.858333	-11.424444	0	14	
NGC3943	11.882389	20.478833	0	14	
NGC3944	11.884772	26.207028	0	14	
NGC3945	11.887197	60.675778	5.5	10.6	
NGC3946	11.889039	21.021028	0	15	
NGC3947	11.888967	20.751722	1.6	14	
NGC3948	11.893514	20.950722	0.5	15	
NGC3949	11.894861	47.859	3	11	
NGC3950	11.894778	47.884611	0	15	
NGC3951	11.8948	23.382	0	14	
NGC3952	11.894639	-3.996111	1.5	13	
NGC3953	11.896949	52.326778	6.6	10.1	
NGC3954	11.894911	20.882472	0	14	
NGC3955	11.899211	-23.164611	3.2	11.9	
NGC3956	11.900222	-20.566667	3.5	13	
NGC3957	11.900444	-19.569444	3.5	13	
NGC3958	11.909425	58.366611	1.6	13	
NGC3959	11.910472	-7.756667	0	14	
NGC3960	11.8425	-55.673333	7	8.3	
NGC3961	11.915983	69.329917	0	14	
NGC3962	11.911083	-13.974722	2.9	10.6	
NGC3963	11.916389	58.493194	2.8	12	
NGC3964	11.914864	28.262194	0	15	
NGC3966	11.945575	32.021333	0	14	
NGC3967	11.919567	-7.844231	0	15	
NGC3968	11.924653	11.967972	3	13	
NGC3969	11.919222	-18.927222	0	14	
NGC3970	11.924447	-12.061306	0	14	
NGC3971	11.926794	29.995889	0	14	
NGC3972	11.929228	55.320139	4	13	
NGC3973	11.926944	11.996667	0	15	
NGC3974	11.927806	-12.027222	0	14	
NGC3975	11.931556	60.528611	0.8	15	
NGC3976	11.932586	6.748833	3.9	12	
NGC3977	11.935425	55.390639	1.7	13	
NGC3978	11.936222	60.522194	1.8	15	
NGC3979	11.933639	-2.720806	0	14	
NGC3980	11.935425	55.390639	1.8	15	
NGC3981	11.935328	-19.896444	3.9	12	
NGC3982	11.94118	55.125156	2.5	12	
NGC3983	11.939908	23.867417	0	15	
NGC3984	11.926794	29.995889	0	15	
NGC3985	11.944975	48.334556	1.2	13	
NGC3986	11.945575	32.021333	3.1	14	
NGC3987	11.955825	25.195028	2.5	14	
NGC3988	11.956727	27.877417	0	14	
NGC3989	11.957411	25.232722	0	15	
NGC3990	11.959943	55.458722	1.7	12.6	
NGC3991	11.958536	32.337306	1.4	13.2	
NGC3992	11.959978	53.374639	7.6	9.8	
NGC3993	11.960486	25.240583	1.9	15	
NGC3994	11.960225	32.277444	1.1	12.7	
NGC3995	11.962289	32.294028	2.8	12.6	
NGC3996	11.962828	14.297194	0	14	
NGC3997	11.963431	25.270611	1.8	14	
NGC3998	11.965617	55.4535	3.1	10.6	
NGC3999	11.965681	25.068056	0	15	
NGC4000	11.965836	25.144167	0	15	
NGC4001	11.968554	47.334903	0	15	
NGC4002	11.966486	23.20175	0	14	
NGC4003	11.9664	23.124583	0	15	
NGC4004	11.968106	27.87875	2.2	14	
NGC4005	11.969486	25.122056	0	14	
NGC4006	11.968283	-2.120389	0	14	
NGC4008	11.971408	28.192194	2.5	12	
NGC4009	11.970853	25.190139	0	0	
NGC4010	11.977017	47.260444	4.2	13	
NGC4011	11.973711	25.097472	0	15	
NGC4012	11.974317	10.021333	0	14	
NGC4013	11.975378	43.947	5.2	12	
NGC4014	11.976603	16.177083	0	13	
NGC4015	11.978628	25.042444	0	14	
NGC4016	11.974744	27.528639	1.5	15	
NGC4017	11.979347	27.452583	1.8	13	
NGC4018	11.977953	25.316917	0	14	
NGC4020	11.982361	30.411333	2.1	13	
NGC4021	11.984051	25.083242	0	15	
NGC4022	11.983606	25.222528	0	14	
NGC4023	11.984842	24.988944	0	14	
NGC4024	11.975389	-18.346667	2.3	13	
NGC4025	11.986131	37.792306	3.3	15	
NGC4026	11.990319	50.961611	5.1	12	
NGC4027	11.991753	-19.266417	3	11.1	
NGC4029	12.000908	8.181639	0	14	
NGC4030	12.006531	-1.100333	4.3	12	
NGC4031	12.0087	31.947167	0	14	
NGC4032	12.00915	20.074417	2.1	13	
NGC4033	12.009639	-17.8425	2.5	13	
NGC4034	12.024917	69.3235	0	0	
NGC4035	12.008139	-15.948333	1.4	0	
NGC4036	12.024122	61.895472	4.5	10.6	
NGC4037	12.023261	13.400917	2.7	13	
