Code	RA	DEC	Diameter	mag	Name
NGC2682	8.855	11.8	30	6.9	
NGC2683	8.878206	33.420611	9.3	9.7	
NGC2684	8.914986	49.160278	0	13	
NGC2685	8.926322	58.733833	5.2	11.1	Helix galaxy
NGC2686	8.916814	49.1425	0	16	
NGC2687	8.918306	49.156056	0	17	
NGC2688	8.919896	49.122356	0	16	
NGC2689	8.923711	49.114972	0	0	
NGC2690	8.877256	-2.603417	0	14	
NGC2691	8.912917	39.538639	1.6	14	
NGC2692	8.949456	52.06575	1.5	14	
NGC2693	8.949783	51.346639	2.2	11.7	
NGC2694	8.949705	51.331061	0.3	14.3	
NGC2695	8.907528	-3.067222	0	13	
NGC2697	8.916472	-2.9875	0	13	
NGC2698	8.926778	-3.184167	1.8	13	
NGC2699	8.930231	-3.127972	0	13	
NGC2701	8.984933	53.770333	2.1	12.4	
NGC2704	8.946606	39.382333	0	14	
NGC2706	8.936803	-2.564	0	14	
NGC2708	8.935533	-3.360389	3	14	
NGC2709	8.936919	-3.243633	0	15	
NGC2710	8.996806	55.706028	0	14	
NGC2711	8.956531	17.287639	0	14	
NGC2712	8.991814	44.914056	2.9	12	
NGC2713	8.955708	2.920806	3.9	11.7	
NGC2714	8.891528	-59.2175	0	0	
NGC2715	9.135058	78.085444	5	11.4	
NGC2716	8.959967	3.089944	1.8	12.4	
NGC2717	8.950389	-24.673611	0	14	
NGC2718	8.980692	6.292806	2.5	13	
NGC2719	9.004347	35.727667	1.3	14	
NGC2720	8.985617	11.149289	0	14	
NGC2721	8.982381	-4.90225	2.6	13	
NGC2722	8.979514	-3.710444	0	0	
NGC2723	9.004002	3.177564	1.3	15	
NGC2724	9.017161	35.762194	0	15	
NGC2725	9.017558	11.097056	0	14	
NGC2726	9.082486	59.932694	1.5	13	
NGC2728	9.028039	11.082825	0	15	
NGC2729	9.024647	3.720278	0	14	
NGC2730	9.037739	16.838306	0	13	
NGC2731	9.035636	8.300639	0	14	
NGC2732	9.223619	79.187333	2.3	11.9	
NGC2734	9.050468	16.863689	0	0	
NGC2735	9.044064	25.9345	1.2	14	
NGC2736	9.004444	-45.948333	0	0	
NGC2737	9.066606	21.906028	0	15	
NGC2738	9.066797	21.967917	0	14	
NGC2739	9.100767	51.744444	0	15	
NGC2740	9.101367	51.735111	0	15	
NGC2742	9.126	60.479417	3.1	11.7	
NGC2743	9.081761	25.003972	0	14	
NGC2744	9.077556	18.463889	1.8	13.4	
NGC2745	9.077594	18.257169	0	15	
NGC2746	9.099878	35.37725	0	14	
NGC2747	9.088422	18.441856	0	15	
NGC2748	9.228667	76.475444	3.1	11.7	
NGC2749	9.089272	18.313278	2	12	
NGC2750	9.096658	25.436667	2.3	12	
NGC2751	9.092333	18.261889	0	15	
NGC2752	9.095256	18.339528	2	15	
NGC2753	9.119028	25.343611	0	15	
NGC2754	9.086419	-19.085069	0	0	
NGC2755	9.132867	41.708861	0	14	
NGC2756	9.1503	53.848806	1.9	13	
NGC2758	9.091975	-19.043083	0	14	
NGC2759	9.143711	37.621167	0	14	
NGC2761	9.125203	18.434667	0	15	
NGC2762	9.165133	50.418333	0	15	
NGC2763	9.113639	-15.5	2.3	12.1	
NGC2764	9.138192	21.443583	1.7	12.7	
NGC2765	9.126836	3.392556	2.3	13	
NGC2766	9.146542	29.864778	0	14	
NGC2767	9.169971	50.401344	0	14	
NGC2768	9.193733	60.037028	6.3	10	
NGC2769	9.175617	50.433222	0	14	
NGC2770	9.159325	33.123583	3.7	12	
NGC2771	9.177706	50.379389	0	14	
NGC2772	9.128278	-23.621111	0	15	
NGC2773	9.162293	7.173564	0	14	
NGC2774	9.177758	18.696306	0	15	
NGC2775	9.172286	7.037667	4.5	10.3	
NGC2776	9.204036	44.954694	2.9	11.6	
NGC2777	9.178303	7.206458	1	14	
NGC2778	9.206789	35.027389	1.5	13	
NGC2779	9.207856	35.053306	0	15	
NGC2780	9.212314	34.925444	1	14	
NGC2781	9.191	-14.816667	3.9	11.5	
NGC2782	9.234774	40.113758	3.8	11.5	
NGC2783	9.22765	29.992944	0	14	
NGC2784	9.205392	-24.172361	5.1	10.1	
NGC2785	9.254283	40.917528	0	15	
NGC2787	9.321872	69.203083	3.4	10.8	
NGC2788	9.150944	-67.9325	0	0	
NGC2789	9.249925	29.730028	0	14	
NGC2790	9.250786	19.697211	0	14	
NGC2791	9.250557	17.592539	0	15	
NGC2792	9.207411	-42.428083	0.2	14	
NGC2793	9.279664	34.430833	1.3	14	
NGC2794	9.267158	17.589639	0	14	
NGC2795	9.267753	17.628222	0	14	
NGC2796	9.278284	30.915717	0	14	
NGC2797	9.272703	17.727139	0	14	
NGC2798	9.289692	41.999944	2.8	12.3	
NGC2799	9.291994	41.993917	1.9	14	
NGC2800	9.309819	52.513861	0	14	
NGC2801	9.278939	19.934583	0	15	
NGC2802	9.278151	18.963267	0	14	
NGC2803	9.278811	18.954167	0	14	
NGC2804	9.280531	20.198333	0	14	
NGC2805	9.339033	64.103139	6.3	11.3	
NGC2806	9.282436	20.070611	0	15	
NGC2807	9.283519	20.035972	0	15	
NGC2808	9.200725	-64.863861	13.8	6.3	
NGC2809	9.285233	20.069583	0	14	
NGC2810	9.367911	71.843861	2	13	
NGC2811	9.269778	-16.313056	2.7	11.3	
NGC2812	9.294667	19.91875	0	15	
NGC2813	9.295953	19.906539	0	15	
NGC2814	9.353281	64.2515	1.4	13.8	
NGC2815	9.272083	-23.633889	3.5	13	
NGC2817	9.286278	-4.753333	0	13	
NGC2818	9.267083	-36.626917	9	8.2	
NGC2819	9.302606	16.197972	0	14	
NGC2820	9.362806	64.25825	4.3	12.8	
NGC2821	9.279917	-26.816667	0	14	
NGC2822	9.230569	-69.645028	2.1	12	
NGC2823	9.321497	34.007778	1	16	
NGC2824	9.317311	26.269528	1.3	14	
NGC2825	9.322931	33.742361	1.1	16	
NGC2826	9.323386	33.623833	1.8	15	
NGC2827	9.321931	33.880611	0	15	
NGC2828	9.326341	33.88815	0	15	
NGC2829	9.3312	33.649972	0	0	
NGC2830	9.328172	33.737861	1.3	15	
NGC2831	9.329344	33.7445	0.8	13.6	
NGC2832	9.329678	33.749722	3.3	11.5	
NGC2833	9.332719	33.927278	0	15	
NGC2834	9.334031	33.710278	0	15	
NGC2835	9.297989	-22.354972	6.3	11	
NGC2836	9.229167	-69.333889	0	0	
NGC2837	9.306503	-16.481806	0.3	14	
NGC2838	9.345291	39.315886	0	14	
NGC2839	9.343411	33.65075	0	15	
NGC2840	9.347978	35.368028	0	15	
NGC2841	9.367364	50.976514	8.1	9.3	
NGC2842	9.260139	-63.07	0	0	
NGC2843	9.341322	18.926	0	0	
NGC2844	9.363317	40.15125	1.9	12.9	
NGC2845	9.31025	-38.010556	0	0	
NGC2847	9.335722	-16.517778	0.4	15	
NGC2848	9.336028	-16.525556	2.7	12.1	
NGC2849	9.323056	-40.523333	0	0	
NGC2850	9.349169	-4.940314	0	0	
NGC2851	9.34175	-16.495556	0	15	
NGC2852	9.387352	40.163761	1.2	14	
NGC2853	9.38815	40.199778	2	14	
NGC2854	9.400825	49.203778	0	14	
NGC2855	9.357611	-11.91	2.7	11.6	
NGC2856	9.404508	49.248639	0	14	
NGC2857	9.410489	49.356556	2.4	14	
NGC2858	9.381928	3.156803	0	14	
NGC2859	9.405181	34.513167	4.8	10.7	
NGC2860	9.4148	41.059806	0	15	
NGC2861	9.393456	2.136556	0	14	
NGC2862	9.415325	26.775361	0	14	
NGC2863	9.393472	-10.433333	0	13	
NGC2864	9.404269	5.940444	0	15	
NGC2865	9.39175	-23.160833	2	11.4	
NGC2867	9.357011	-58.311611	0.2	10	
NGC2870	9.464956	57.375972	2.6	14	
NGC2872	9.428522	11.432111	2.1	13	
NGC2873	9.430138	11.454064	0	15	
NGC2874	9.429872	11.424889	2.5	14	
NGC2875	9.430222	11.431389	0.5	15	
NGC2876	9.420528	-6.716944	0	14	
NGC2877	9.429728	2.228694	0	14	
NGC2878	9.42985	2.089467	0	15	
NGC2880	9.493006	62.49075	2.6	11.6	
NGC2881	9.431611	-11.992222	0	14	
NGC2882	9.443342	7.95375	0	13	
NGC2883	9.421778	-34.102778	0	0	
NGC2884	9.440111	-11.555278	2.6	13	
NGC2885	9.4551	23.019778	0	0	
NGC2887	9.390056	-63.812222	0	0	
NGC2888	9.438778	-28.035833	0.8	12.5	
NGC2889	9.453472	-11.642778	2	11.8	
NGC2890	9.441611	-14.529167	0	15	
NGC2891	9.449056	-24.782778	0	14	
NGC2892	9.548083	67.617056	1.7	14	
NGC2893	9.504703	29.539917	1.4	13	
NGC2894	9.491725	7.718028	0	13	
NGC2895	9.540253	57.482611	0	14	
NGC2896	9.504697	23.662797	0	15	
NGC2897	9.496041	2.206703	0	0	
NGC2898	9.496198	2.063964	0	15	
NGC2899	9.450864	-56.105917	2	0	
NGC2900	9.504197	4.143639	0	14	
NGC2902	9.514694	-14.735556	1.3	13	
NGC2903	9.536108	21.501056	12.6	8.9	
NGC2904	9.504694	-30.384167	0	13	
NGC2905	9.536639	21.517778	13.3	10	
NGC2906	9.535083	8.441861	1.6	13	
NGC2907	9.526839	-16.735889	1.9	13	
NGC2908	9.725531	79.700861	0	14	
NGC2909	9.616639	65.940556	0	14	
NGC2910	9.508333	-52.918333	5	7.2	
NGC2911	9.562847	10.152583	4.3	11.6	
NGC2912	9.565811	10.1925	0	0	
NGC2913	9.567433	9.478583	0	14	
NGC2914	9.567463	10.108747	1.2	13.1	
NGC2915	9.436472	-76.626667	1.5	12.6	
NGC2916	9.582647	21.7055	2.6	12	
NGC2917	9.574161	-2.50425	0	14	
NGC2918	9.595589	31.705361	0	13	
NGC2919	9.579881	10.28375	1.9	14	
NGC2920	9.570028	-20.859444	0	0	
NGC2921	9.575389	-20.920556	0	13	
NGC2922	9.614603	37.694056	0	14	
NGC2923	9.601068	16.76035	0	15	
NGC2924	9.586348	-16.398419	1.6	13	
NGC2925	9.553056	-53.398333	12	8	
NGC2926	9.625311	32.84125	0	14	
NGC2927	9.620875	23.590167	0	14	
NGC2928	9.619494	16.977194	0	15	
NGC2929	9.624942	23.160833	0	14	
NGC2930	9.625728	23.202917	0	14	
NGC2931	9.627117	23.240472	0	15	
NGC2933	9.631956	17.014583	0	15	
NGC2934	9.632004	17.054244	0	15	
NGC2935	9.612444	-21.128333	3.5	12	
NGC2936	9.628986	2.760167	1.7	13.1	
NGC2937	9.629152	2.747447	1	13.6	
NGC2938	9.640211	76.319056	0	14	
NGC2939	9.635547	9.522944	2.7	14	
NGC2940	9.634772	9.616644	1.3	15	
NGC2941	9.640092	17.044083	0	15	
NGC2942	9.652206	34.005889	2.2	13	
NGC2943	9.642489	17.031389	0	14	
NGC2944	9.654994	32.3105	1.3	15	
NGC2945	9.628056	-22.034444	0	14	
NGC2946	9.650447	17.024972	0	15	
NGC2948	9.649775	6.955667	0	14	
NGC2949	9.665953	16.787072	0	15	
NGC2950	9.709739	58.851083	3.2	11	
NGC2951	9.661329	0.235417	0	15	
NGC2954	9.673389	14.922278	0	13	
NGC2955	9.687942	35.882944	1.8	12.7	
NGC2956	9.65475	-19.101389	0	0	
NGC2957	9.787753	72.986111	0	15	
NGC2958	9.67825	11.888083	0	14	
NGC2959	9.752539	68.595056	1.5	14	
NGC2960	9.6768	3.576639	0	13	
NGC2961	9.75625	68.608889	0.9	0	
NGC2962	9.681667	5.165972	3.3	11.7	
NGC2963	9.797267	72.964694	1.4	14	
NGC2964	9.715036	31.847167	3	11.3	
NGC2965	9.721978	36.247917	0	14	
NGC2966	9.703209	4.673353	0	14	
NGC2967	9.700972	0.33575	3	11.6	
NGC2968	9.719992	31.928361	2.2	11.8	
NGC2969	9.698472	-8.603333	0	13	
NGC2970	9.725246	31.976908	1	14	
NGC2971	9.729472	36.17925	0	15	
NGC2972	9.670194	-50.323333	4	9.9	
NGC2973	9.692983	-30.048389	0	0	
NGC2974	9.709222	-3.698889	3.4	10.8	
NGC2975	9.68779	-16.674319	0	0	
NGC2976	9.787642	67.916361	4.9	10.2	
NGC2977	9.729619	74.860222	1.7	13	
NGC2978	9.721306	-9.745833	1.2	14	
NGC2979	9.719056	-10.383889	0	14	
NGC2980	9.72	-9.612778	1.8	13	
NGC2981	9.749028	31.098139	0	15	
NGC2983	9.728056	-20.4775	2.6	11.7	
NGC2984	9.727881	11.060889	0	14	
NGC2985	9.839319	72.278806	4.3	10.5	
NGC2986	9.737806	-21.278611	2.5	10.9	
NGC2987	9.761525	4.941694	0	14	
NGC2988	9.77995	22.01175	0	14	
NGC2989	9.757028	-18.373889	1.4	13	
NGC2990	9.7715	5.709	1.3	12.8	
NGC2991	9.780553	22.013833	0	14	
NGC2992	9.761663	-14.326808	4.1	11.9	
NGC2993	9.763444	-14.368611	1.6	12.6	
NGC2994	9.787836	22.08925	0	14	
NGC2996	9.775083	-21.571944	0	14	
NGC2997	9.760747	-31.190694	8.1	11	
NGC2998	9.812144	44.081222	3	13	
NGC3001	9.771889	-30.437778	3.1	13	
NGC3002	9.815881	44.056667	0	16	
NGC3003	9.80995	33.421389	5.9	11.7	
NGC3005	9.820808	44.129778	0	16	
NGC3006	9.821481	44.025667	0	15	
NGC3007	9.795972	-6.438611	0	15	
NGC3008	9.826158	44.101806	0	15	
NGC3009	9.836408	44.294778	0	14	
NGC3010	9.842941	44.323356	0	14	
NGC3011	9.828136	32.220783	1.2	14	
NGC3012	9.831146	34.713997	0	15	
NGC3013	9.835941	33.569214	0	15	
NGC3014	9.818833	-4.743056	0	14	
NGC3015	9.823003	1.144861	0	14	
NGC3016	9.830764	12.694917	0	13	
NGC3017	9.8175	-2.822292	0	14	
NGC3018	9.828192	0.622111	0	14	
NGC3019	9.835333	12.745278	0	15	
NGC3020	9.835181	12.813472	3.2	13	
NGC3021	9.849258	33.553806	1.7	13	
NGC3022	9.827556	-5.166667	0	14	
NGC3023	9.831244	0.619	3.1	13	
NGC3024	9.840942	12.765472	2.2	14	
NGC3025	9.824694	-21.7425	0	15	
NGC3026	9.848661	28.550778	2.2	13	
NGC3027	9.927908	72.203444	4.7	12	
NGC3028	9.831722	-19.185	0	0	
NGC3029	9.814953	-8.051278	0	0	
NGC3030	9.836251	-12.226803	0	15	
NGC3031	9.925901	69.065575	25.7	6.9	Bode's galaxy
NGC3032	9.868933	29.236183	2.5	11.9	
NGC3033	9.810278	-56.421667	5	8.8	
NGC3034	9.931311	69.680639	11.2	8.4	Cigar galaxy
NGC3035	9.86525	-6.823333	0	13	
NGC3036	9.821111	-62.671667	0	0	
NGC3037	9.856639	-27.010556	0	14	
NGC3038	9.854306	-32.753889	2.6	13	
NGC3039	9.874878	2.153944	1.3	14	
NGC3040	9.884758	19.432061	0	14	
NGC3041	9.885325	16.677778	3.7	11.5	
NGC3042	9.888928	0.697694	0	14	
NGC3043	9.937325	59.30675	2	14	
NGC3044	9.894689	1.579083	4.8	12	
NGC3045	9.888278	-18.645556	0	14	
NGC3047	9.908878	-1.291639	0	14	
NGC3048	9.916111	16.459	0	15	
NGC3049	9.9138	9.271667	0	13	
NGC3051	9.899667	-27.285833	0	14	
NGC3052	9.907778	-18.639167	2.1	13	
NGC3053	9.926022	16.432639	0	13	
NGC3054	9.908028	-25.702778	3.9	12	
NGC3055	9.921664	4.269528	2.2	12.1	
NGC3056	9.909111	-28.298056	2	13	
NGC3057	10.094239	80.285278	2.5	14	
NGC3058	9.893111	-12.478889	0	15	
NGC3059	9.835667	-73.921389	3.2	12	
NGC3060	9.9387	16.831167	0	14	
NGC3061	9.936656	75.865806	2	14	
NGC3062	9.943264	1.428408	0	15	
NGC3064	9.928194	-6.364167	0	14	
NGC3065	10.031792	72.169889	2	12	
NGC3066	10.036225	72.124972	1.2	12.9	
NGC3067	9.972628	32.3695	2.5	11.7	
NGC3068	9.977814	28.877347	0	15	
NGC3069	9.96575	10.43225	0	15	
NGC3070	9.968597	10.359972	0	13	
NGC3071	9.981401	31.620236	0	15	
NGC3072	9.956639	-19.355	0	13	
NGC3073	10.014511	55.61825	1.5	13	
NGC3074	9.994797	35.392639	2.5	15	
NGC3075	9.982303	14.418667	0	14	
NGC3076	9.960472	-18.178611	0	14	
NGC3077	10.055683	68.733778	4.6	9.9	
NGC3078	9.973472	-26.926111	1.9	11.1	
NGC3079	10.03272	55.680742	7.6	10.6	
NGC3080	9.998889	13.043444	0	14	
NGC3081	9.991541	-22.826089	2.2	12	
NGC3082	9.981361	-30.356944	0	14	
NGC3083	9.997167	-2.878056	0	14	
NGC3084	9.985083	-27.128556	0	14	
NGC3085	9.991417	-19.492778	0	14	
NGC3086	10.003047	-2.976556	0	14	
NGC3087	9.98575	-34.225278	1.9	13	
NGC3088	10.018998	22.405608	0	15	
NGC3089	9.993528	-28.330833	1.9	13	
NGC3090	10.008378	-2.96925	0	14	
NGC3091	10.003933	-19.636528	2.2	13	
NGC3092	10.013158	-3.013	0	14	
NGC3093	10.014848	-2.9722	0	15	
NGC3094	10.023886	15.770194	0	13	
NGC3095	10.001639	-31.552778	3.2	13	
NGC3096	10.009188	-19.662247	0	15	
NGC3098	10.038008	24.710861	2.6	12	
NGC3099	10.043485	32.706792	0	15	
NGC3100	10.011358	-31.664	2.8	13	
NGC3101	10.026489	-2.995306	0	15	
NGC3102	10.075425	60.107583	0	14	
NGC3103	10.011358	-31.664	0	0	
NGC3104	10.065939	40.756917	3.2	13	
NGC3105	10.010833	-54.788333	2	9.7	
NGC3106	10.068136	31.185514	0	14	
NGC3107	10.072908	13.621306	0	13	
NGC3108	10.041444	-31.676389	0	13	
NGC3109	10.051556	-26.1575	14.5	10	
NGC3110	10.067211	-6.474972	0	13	
NGC3111	10.102125	47.262558	0	14	
NGC3112	10.066433	-20.781972	0	0	
NGC3113	10.073917	-28.443611	3.2	14	
NGC3114	10.043333	-60.12	35	4.2	
NGC3115	10.087231	-7.718778	8.3	9.2	Spindle galaxy
NGC3116	10.112519	31.09785	0	15	
NGC3117	10.102919	2.912222	0	14	
NGC3118	10.119897	33.02775	0	14	
NGC3119	10.114428	14.373417	0	15	
NGC3120	10.089667	-34.220556	0	0	
NGC3121	10.114428	14.373417	0	14	
NGC3122	10.067211	-6.474972	0	0	
NGC3124	10.111083	-19.221944	3.2	12	
NGC3125	10.10925	-29.935833	1.5	13	
NGC3126	10.139103	31.862833	0	13	
NGC3127	10.106889	-16.126389	0	14	
NGC3128	10.100389	-16.122778	0	14	
NGC3130	10.136767	9.976472	0	14	
NGC3131	10.143428	18.230778	0	14	
NGC3132	10.117133	-40.436367	0.8	8	Eight-burst planetary
NGC3133	10.120194	-11.965333	0	0	
NGC3135	10.181786	45.95	0	14	
NGC3136	10.096694	-67.3775	2.5	11	
NGC3137	10.152042	-29.064222	6.8	0	
NGC3138	10.154619	-11.956944	0	15	
NGC3139	10.168101	-11.778717	0	15	
NGC3140	10.157722	-16.628333	1.4	14	
NGC3142	10.168444	-8.48	0	14	
NGC3143	10.16775	-12.581667	0.9	14	
NGC3144	10.258981	74.220389	1.4	14	
NGC3145	10.169444	-12.434444	3.3	12	
NGC3146	10.186056	-20.870833	0	13	
NGC3147	10.281483	73.400583	4	10.7	
NGC3148	10.228836	50.496333	0	16	
NGC3149	10.062306	-80.422222	2.1	0	
NGC3150	10.223964	38.657417	0	15	
NGC3151	10.224731	38.619639	1	15	
NGC3152	10.226131	38.842944	1	0	
NGC3153	10.214019	12.666194	2.3	13	
NGC3154	10.217008	17.03425	0	14	
NGC3155	10.294508	74.347528	0	14	
NGC3156	10.211467	3.1295	2.1	13	
NGC3157	10.195094	-31.642972	0	0	
NGC3158	10.230731	38.764639	2.3	11.8	
NGC3159	10.231359	38.654106	1.3	13.4	
NGC3160	10.231989	38.842417	0	15	
NGC3161	10.233134	38.656892	1	0	
NGC3162	10.225447	22.737361	3.1	11.6	
NGC3163	10.235319	38.652278	1.4	13.1	
NGC3164	10.253211	56.672222	0	14	
NGC3165	10.225381	3.375222	1.6	15	
NGC3166	10.229303	3.425	5.2	10.6	
NGC3168	10.273061	60.234806	0	14	
NGC3169	10.237392	3.46725	4.8	10.5	
NGC3171	10.260212	-20.647281	0	0	
NGC3172	11.787574	89.092956	0.7	13.6	Polarissima Borealis
NGC3173	10.243056	-27.692778	0	14	
NGC3175	10.245081	-28.871667	4.8	11.3	
NGC3177	10.276164	21.123389	1.7	12.3	
NGC3178	10.26925	-15.791389	0	13	
NGC3179	10.299217	41.114189	0	14	
NGC3182	10.325869	58.205667	2.3	13	
NGC3183	10.363564	74.176611	2.5	13	
NGC3184	10.304697	41.424167	6.9	9.8	
NGC3185	10.294072	21.688139	2.3	12.2	
NGC3186	10.264822	6.963583	0	15	
NGC3187	10.296619	21.873389	3.3	13.1	
NGC3188	10.328597	57.422889	1.1	15	
NGC3189	10.3012	21.831583	4.5	12	
NGC3190	10.301617	21.832417	4.6	11	
NGC3191	10.318069	46.454333	0.8	14	
NGC3192	10.318069	46.454333	0	0	
NGC3193	10.306928	21.893889	2.8	10.9	
NGC3195	10.155917	-80.858556	0.6	0	
NGC3196	10.313626	27.668394	0	15	
NGC3197	10.241061	77.820111	0	14	
NGC3198	10.331925	45.550083	8.3	10.4	
NGC3199	10.29	-57.921667	22	0	
NGC3200	10.310111	-17.9825	4.8	12	
NGC3201	10.293617	-46.412583	18.2	6.8	
NGC3202	10.342158	43.021056	1.4	14	
NGC3203	10.326028	-26.698611	3	13	
NGC3204	10.336444	27.816833	0	15	
NGC3205	10.347217	42.971361	0	14	
NGC3206	10.363253	56.930056	3	12	
NGC3207	10.350159	42.985222	0	14	
NGC3208	10.328111	-25.813889	1.9	14	
NGC3209	10.344025	25.504417	0	14	
NGC3210	10.466442	79.832528	0	0	
NGC3211	10.297353	-62.670278	0.2	12	
NGC3212	10.471315	79.823258	0	14	
NGC3213	10.354867	19.651611	1.2	14	
NGC3214	10.385756	57.038472	1	15	
NGC3215	10.478008	79.812778	0	14	
NGC3216	10.361461	23.922778	0	15	
NGC3219	10.378139	38.578417	0	15	
NGC3220	10.395794	57.026417	1.6	14	
NGC3221	10.372292	21.568389	3.3	14	
NGC3222	10.37625	19.886889	1.3	12.8	
NGC3223	10.359675	-34.266639	4.1	12	
NGC3224	10.361444	-34.696111	0	0	
NGC3225	10.419483	58.149833	2.3	13	
NGC3226	10.390841	19.898431	2.8	11.4	
NGC3227	10.391839	19.864981	5.6	10.8	
NGC3228	10.356111	-51.728333	18	6	
NGC3230	10.395544	12.567361	0	14	
NGC3232	10.406758	28.027556	0	15	
NGC3233	10.365944	-22.267778	0	14	
NGC3235	10.416492	28.023667	0	14	
NGC3236	10.446796	61.272942	0	15	
NGC3237	10.428744	39.646417	0	14	
NGC3238	10.445297	57.226222	1.6	14	
NGC3239	10.418297	17.160028	5.2	12	
NGC3240	10.408556	-21.791389	0	14	
NGC3241	10.40475	-32.482778	1.5	12.7	
NGC3242	10.412826	-18.642711	20.8	9	Ghost of Jupiter
NGC3243	10.439303	-2.622611	0	14	
NGC3244	10.424722	-39.828056	1.9	0	
NGC3245	10.455092	28.507611	3.2	10.8	
NGC3246	10.444933	3.861528	2.3	13	
NGC3247	10.403611	-57.763333	7	7.6	
NGC3248	10.462625	22.847278	0	14	
NGC3249	10.439444	-34.963611	0	0	
NGC3250	10.442306	-39.943889	3.2	11	
NGC3251	10.487986	26.099	0	14	
NGC3252	10.572942	73.763583	2.1	14	
NGC3253	10.474272	12.703694	1.4	14	
NGC3254	10.488878	29.491611	5.1	11.5	
NGC3255	10.441944	-60.676667	2	11	
NGC3256	10.464278	-43.905556	3.5	11.3	
NGC3257	10.479722	-35.658056	1.1	0	
NGC3258	10.481528	-35.605833	1.8	11.7	
NGC3259	10.543006	65.040917	2.3	13	
NGC3260	10.485028	-35.595556	1.3	0	
NGC3261	10.48375	-44.657222	4.1	12	
NGC3262	10.485053	-44.160444	1.2	0	
NGC3263	10.487058	-44.122889	3.6	0	
NGC3264	10.538856	56.083722	3.4	13	
NGC3265	10.518561	28.796639	1.2	14	
NGC3266	10.554828	64.749444	1.7	14	
NGC3267	10.496783	-35.3225	2.4	13	
NGC3268	10.500128	-35.325528	2	11.8	
NGC3269	10.499239	-35.224278	3.1	13	
NGC3270	10.525011	24.869083	0	14	
NGC3271	10.507358	-35.359556	2.3	11.7	
NGC3272	10.530042	28.468778	0	0	
NGC3273	10.508111	-35.610556	2.3	13	
NGC3274	10.538061	27.668833	2.2	12.8	
NGC3275	10.514361	-36.737222	2.8	12	
NGC3276	10.51925	-39.945278	0	0	
NGC3277	10.548714	28.511528	2	11.7	
NGC3278	10.526528	-39.955833	0	0	
NGC3279	10.578542	11.196694	0	14	
NGC3280	10.546243	-12.634733	0	16	
NGC3281	10.531148	-34.854283	3.3	11.7	
NGC3282	10.539472	-22.301667	0	14	
NGC3285	10.559944	-27.454444	2.5	13	
NGC3286	10.605892	58.619917	0	14	
NGC3287	10.579811	21.64875	2.2	13	
NGC3288	10.607189	58.556361	1.2	15	
NGC3289	10.568694	-35.323333	2.2	0	
NGC3290	10.588167	-17.276389	1.4	14	
NGC3291	10.60175	37.274583	1	14	
NGC3292	10.5929	-6.179139	0	14	
NGC3293	10.5975	-58.23	40	4.7	
NGC3294	10.604511	37.324556	3.3	11.7	
NGC3295	10.546243	-12.634733	0	0	
NGC3296	10.545963	-12.717525	0	0	
NGC3298	10.620083	50.120028	0	15	
NGC3299	10.606633	12.706861	2.1	13	
NGC3300	10.610681	14.170889	2.1	13	
NGC3301	10.615528	21.881861	3.6	11.4	
NGC3302	10.5965	-32.358611	0	14	
NGC3303	10.616556	18.136667	3	15	
NGC3304	10.627205	37.455833	1.7	14	
NGC3305	10.603278	-27.161944	0	14	
NGC3306	10.619525	12.652389	1.5	14	
NGC3307	10.604778	-27.529444	1	16	
NGC3308	10.606194	-27.437778	2	12.2	
NGC3309	10.609917	-27.518056	1.9	11.9	
NGC3310	10.646072	53.502667	3.6	10.9	
NGC3311	10.611917	-27.528056	2.5	11.6	
NGC3312	10.617333	-27.565278	3.6	12	
NGC3313	10.62375	-25.318611	0	13	
NGC3314	10.62025	-27.684167	2	14	
NGC3316	10.627	-27.593889	1.2	15	
NGC3317	10.628694	-27.519722	0.6	14	
NGC3318	10.620917	-41.627778	2.6	12	
NGC3319	10.652664	41.687222	6.8	11.3	
NGC3320	10.660153	47.397083	2.2	13	
NGC3321	10.647389	-11.648889	2.7	0	
NGC3323	10.660856	25.322222	0	14	
NGC3324	10.622028	-58.634167	16	6.7	
NGC3325	10.655682	0.200522	0	14	
NGC3326	10.658833	5.10775	0	14	
NGC3327	10.666072	24.091333	0	14	
NGC3329	10.744361	76.809417	2.1	13	
NGC3330	10.646111	-54.123333	7	7.4	
NGC3331	10.669111	-23.820833	0	14	
NGC3332	10.674561	9.1825	0	13	
NGC3333	10.663833	-36.036111	0	0	
NGC3334	10.692003	37.312389	0	14	
NGC3335	10.659492	-23.922611	0	14	
NGC3336	10.671306	-27.776944	0	13	
NGC3337	10.696554	4.988442	0	15	
NGC3338	10.702133	13.746972	5.5	10.8	
NGC3340	10.704992	0.376972	0	13	
NGC3341	10.708758	5.043583	0	15	
NGC3343	10.769522	73.352889	1.6	15	
NGC3344	10.725278	24.922278	6.9	10	
NGC3346	10.727453	14.871861	2.8	12	
NGC3347	10.712922	-36.353667	4.4	13	
NGC3348	10.786158	72.839667	2.2	11.2	
NGC3349	10.730728	6.762889	0	15	
NGC3350	10.739719	30.724897	0	15	
NGC3351	10.732706	11.703556	7.4	9.7	
NGC3352	10.737461	22.370833	0	14	
NGC3353	10.756214	55.96	1.5	12.7	
NGC3354	10.717408	-36.363389	0	14	
NGC3356	10.736764	6.758667	0	13	
NGC3357	10.739142	14.084167	1.9	15	
NGC3358	10.725867	-36.410889	3.8	13	
